ipo_firm,year,forward_cnt4,forward_cnt5,forward_cnt7
Security Dynamics Technologies,1992,5,12,35
Security Dynamics Technologies,1993,9,14,25
Security Dynamics Technologies,1994,6,12,18
Security Dynamics Technologies,1995,7,14,20
Security Dynamics Technologies,1996,15,21,31
Security Dynamics Technologies,1997,13,17,21
Seda Specialty Packaging,1998,0,0,1
SEEC Inc,1995,7,8,15
SEEC Inc,1996,3,4,5
SEEC Inc,1999,1,1,1
SEEQ TECHNOLOGY,1983,4,6,8
SEEQ TECHNOLOGY,1984,0,1,5
SEEQ TECHNOLOGY,1985,36,47,59
SEEQ TECHNOLOGY,1986,5,7,11
SEEQ TECHNOLOGY,1987,12,20,27
SEEQ TECHNOLOGY,1988,20,24,37
SEEQ TECHNOLOGY,1989,27,30,41
SEEQ TECHNOLOGY,1992,4,4,5
SEEQ TECHNOLOGY,1994,21,22,30
SEEQ TECHNOLOGY,1996,12,12,15
SEEQ TECHNOLOGY,1997,0,2,6
SEEQ TECHNOLOGY,1998,13,17,18
SEEQ TECHNOLOGY,1999,11,12,17
Seer Technologies,1994,28,34,45
Seer Technologies,1996,53,63,96
Seer Technologies,1999,7,8,24
Seer Technologies,2007,1,1,3
Seer Technologies,2008,1,3,3
Seer Technologies,2010,0,3,3
Seer Technologies,2012,1,1,2
Seer Technologies,2015,1,1,1
Segue Software,1997,27,32,40
Segue Software,1998,14,17,35
SEI,2003,17,22,56
SEI,2010,1,1,1
SEI,2011,3,5,7
SEI,2012,6,6,9
SEI,2013,3,4,4
SEI,2014,29,36,37
SEI,2015,55,56,56
SEI,2016,14,14,14
Seismed Instruments,1991,4,4,7
Seismed Instruments,1992,0,0,2
Seismed Instruments,1993,4,5,7
Select Comfort Corp,1992,3,5,9
Select Comfort Corp,1996,17,24,39
Select Comfort Corp,1997,11,19,25
Select Comfort Corp,1998,3,3,6
Select Comfort Corp,1999,19,24,36
Select Comfort Corp,2000,7,9,12
Select Comfort Corp,2001,15,17,22
Select Comfort Corp,2002,8,12,21
Select Comfort Corp,2004,4,5,13
Select Comfort Corp,2005,20,23,27
Select Comfort Corp,2011,19,24,37
Select Comfort Corp,2012,8,13,35
Select Comfort Corp,2013,10,14,23
Select Comfort Corp,2014,69,102,113
Select Comfort Corp,2015,144,159,159
Select Comfort Corp,2016,19,19,19
SELECT INFORMATION,1991,3,4,5
Select Medical Corp,1998,2,2,2
Selecta Biosciences Inc,2013,1,1,1
Selecta Biosciences Inc,2014,90,110,111
Selecta Biosciences Inc,2015,31,31,31
Selecta Biosciences Inc,2016,74,74,74
Selectica Inc,2000,3,4,8
Selectica Inc,2001,31,37,47
Selectica Inc,2002,2,2,3
Selectica Inc,2003,8,10,10
Selectica Inc,2012,2,2,2
SelfCare,1998,18,31,52
SelfCare,1999,25,33,57
SelfCare,2000,4,5,7
Selfix,1983,5,6,7
Selfix,1984,7,10,21
Selfix,1985,1,3,7
Selfix,1986,8,8,12
Selfix,1987,19,25,37
Selfix,1988,7,8,17
Selfix,1989,7,7,9
Selfix,1990,14,17,19
Selfix,1991,8,9,17
Selfix,1992,7,10,21
Selfix,1993,2,7,13
Selfix,1994,1,1,1
Selfix,1995,14,17,21
Selfix,1996,65,67,101
Selfix,1997,37,50,72
Selfix,1998,18,20,22
Selfix,1999,14,18,19
SemiLEDs Corp,2007,18,32,60
SemiLEDs Corp,2008,21,27,54
SemiLEDs Corp,2009,82,111,149
SemiLEDs Corp,2010,100,125,158
SemiLEDs Corp,2011,36,42,48
SemiLEDs Corp,2012,27,36,42
SemiLEDs Corp,2013,53,59,67
SemiLEDs Corp,2014,23,36,38
SemiLEDs Corp,2015,2,3,3
SemiLEDs Corp,2016,3,3,3
Seminis Inc,1999,1,3,13
Seminis Inc,2000,2,2,4
Seminis Inc,2001,0,0,1
Seminis Inc,2002,2,6,9
Seminis Inc,2004,3,9,18
Seminis Inc,2006,1,1,4
Seminis Inc,2008,1,5,7
Seminis Inc,2009,13,20,36
Seminis Inc,2010,35,73,129
Seminis Inc,2011,66,103,295
Seminis Inc,2012,172,296,422
Seminis Inc,2013,344,475,619
Seminis Inc,2014,247,305,319
Seminis Inc,2015,206,222,222
Seminis Inc,2016,298,298,298
Semitool,1989,3,3,3
Semitool,1991,4,8,9
Semitool,1992,21,34,69
Semitool,1993,26,43,105
Semitool,1994,7,14,24
Semitool,1995,21,44,110
Semitool,1996,32,44,87
Semitool,1997,21,55,108
Semitool,1998,55,77,117
Semitool,1999,115,157,246
Semitool,2000,99,136,267
Semitool,2001,391,566,901
Semitool,2002,209,299,435
Semitool,2003,206,295,439
Semitool,2004,115,139,183
Semitool,2005,62,88,131
Semitool,2006,27,43,70
Semitool,2007,39,56,91
Semitool,2008,41,60,95
Semitool,2009,4,5,17
Semitool,2010,8,14,17
Semitool,2011,4,7,10
Senomyx Inc,2004,1,2,3
Senomyx Inc,2005,8,21,44
Senomyx Inc,2006,20,37,59
Senomyx Inc,2007,181,282,350
Senomyx Inc,2008,190,206,273
Senomyx Inc,2009,106,144,190
Senomyx Inc,2010,242,277,354
Senomyx Inc,2011,182,207,289
Senomyx Inc,2012,112,155,214
Senomyx Inc,2013,51,61,78
Senomyx Inc,2014,53,75,80
Senomyx Inc,2015,68,75,75
Senomyx Inc,2016,30,30,30
SenoRx Inc,2000,35,42,62
SenoRx Inc,2001,45,69,111
SenoRx Inc,2002,33,39,83
SenoRx Inc,2003,53,93,192
SenoRx Inc,2004,30,39,100
SenoRx Inc,2005,12,26,99
SenoRx Inc,2006,30,64,125
SenoRx Inc,2007,59,100,184
SenoRx Inc,2008,46,69,114
SenoRx Inc,2009,65,105,162
SenoRx Inc,2010,65,88,180
SenoRx Inc,2011,77,103,165
SenoRx Inc,2012,75,136,262
SenoRx Inc,2013,44,57,77
SenoRx Inc,2014,129,206,215
SenoRx Inc,2015,53,53,53
SenoRx Inc,2016,21,21,21
Sensor Control,1989,9,11,11
Sepracor,1988,6,9,14
Sepracor,1989,19,26,36
Sepracor,1991,18,19,25
Sepracor,1992,15,23,47
Sepracor,1993,14,22,45
Sepracor,1994,18,33,51
Sepracor,1995,34,52,77
Sepracor,1996,19,39,76
Sepracor,1997,31,39,54
Sepracor,1998,53,75,103
Sepracor,1999,37,49,66
Sepracor,2000,60,70,95
Sepracor,2001,32,45,87
Sepracor,2002,28,38,63
Sepracor,2003,16,23,59
Sepracor,2004,11,16,30
Sepracor,2005,8,11,26
Sepracor,2006,12,15,55
Sepracor,2007,10,27,67
Sepracor,2008,27,37,51
Sepracor,2009,37,46,60
Sepracor,2010,22,23,25
Sepracor,2011,2,8,8
Sequana Therapeutics,1997,2,3,3
Sequana Therapeutics,1998,3,3,4
Sequenom Inc,1996,21,44,83
Sequenom Inc,1997,111,148,236
Sequenom Inc,1998,25,33,46
Sequenom Inc,1999,77,110,165
Sequenom Inc,2000,132,179,290
Sequenom Inc,2001,178,234,395
Sequenom Inc,2002,35,66,103
Sequenom Inc,2003,49,71,135
Sequenom Inc,2004,18,27,68
Sequenom Inc,2005,1,6,10
Sequenom Inc,2006,8,10,16
Sequenom Inc,2007,42,81,127
Sequenom Inc,2008,50,68,92
Sequenom Inc,2009,43,51,68
Sequenom Inc,2010,21,37,70
Sequenom Inc,2011,10,13,18
Sequenom Inc,2012,5,5,7
Sequenom Inc,2013,23,36,76
Sequenom Inc,2014,23,41,43
Sequenom Inc,2015,10,13,13
Sequenom Inc,2016,4,4,4
Sequent Computer Systems,1993,18,29,41
Sequent Computer Systems,1994,17,22,32
Sequent Computer Systems,1995,20,34,40
Sequent Computer Systems,1997,110,130,157
Sequent Computer Systems,1998,37,54,92
Sequent Computer Systems,1999,62,86,114
Sequent Computer Systems,2000,42,56,69
Sequoia Software Corp,2003,1,1,12
Sequoia Systems,1984,14,22,32
Sequoia Systems,1985,8,11,23
Sequoia Systems,1986,7,13,25
Sequoia Systems,1987,23,37,59
Sequoia Systems,1988,4,5,6
Sequoia Systems,1989,22,25,34
Sequoia Systems,1992,20,24,33
Sequoia Systems,1994,2,3,3
Sequoia Systems,1997,10,13,22
Seragen,1985,8,10,11
Seragen,1992,0,1,1
Seragen,1996,0,1,1
Seragen,1997,9,11,13
Seragen,1999,4,5,9
Seragen,2000,5,5,12
SERENA Software Inc,2001,10,19,40
SERENA Software Inc,2002,9,10,17
SERENA Software Inc,2003,1,1,2
SERENA Software Inc,2004,1,4,8
SERENA Software Inc,2005,2,5,8
SERENA Software Inc,2007,1,1,1
SERENA Software Inc,2010,22,32,40
SERENA Software Inc,2011,0,0,1
SERENA Software Inc,2012,1,1,1
SERENA Software Inc,2013,14,19,24
SERENA Software Inc,2014,2,2,2
SERENA Software Inc,2016,6,6,6
Seres Therapeutics Inc,2015,30,33,33
Seres Therapeutics Inc,2016,25,25,25
Serologicals,2003,1,1,6
Serv-Tech,1989,20,25,37
Serv-Tech,1990,1,5,8
Serv-Tech,1991,2,4,4
Serv-Tech,1992,7,8,13
Serv-Tech,1993,3,4,4
Serv-Tech,1994,6,8,9
Serv-Tech,1995,13,18,30
Serv-Tech,1997,4,5,6
SERVICE FRACTURING,1980,3,5,8
ServiceNow Inc,2015,9,9,9
ServiceNow Inc,2016,2,2,2
ServiceSource International,2015,8,8,8
ServiceSource International,2016,3,3,3
Seventh Generation,2013,55,73,84
Seventh Generation,2015,19,24,24
Seventh Generation,2016,44,44,44
SGS-Thomson Microelectronics,1988,14,22,38
SGS-Thomson Microelectronics,1989,104,144,235
SGS-Thomson Microelectronics,1990,295,392,583
SGS-Thomson Microelectronics,1991,341,461,669
SGS-Thomson Microelectronics,1992,395,509,844
SGS-Thomson Microelectronics,1993,413,597,898
SGS-Thomson Microelectronics,1994,821,1103,1545
SGS-Thomson Microelectronics,1995,928,1223,1640
SGS-Thomson Microelectronics,1996,1097,1415,1929
SGS-Thomson Microelectronics,1997,1243,1626,2157
SGS-Thomson Microelectronics,1998,1350,1719,2302
SGS-Thomson Microelectronics,1999,746,913,1209
SGS-Thomson Microelectronics,2000,459,568,790
SGS-Thomson Microelectronics,2001,213,299,405
SGS-Thomson Microelectronics,2002,83,95,142
SGS-Thomson Microelectronics,2003,30,40,59
SGS-Thomson Microelectronics,2004,1,1,1
SGS-Thomson Microelectronics,2005,6,7,9
SGS-Thomson Microelectronics,2006,2,2,2
SGS-Thomson Microelectronics,2009,1,2,2
SGX Pharmaceuticals Inc,2008,32,52,115
SGX Pharmaceuticals Inc,2009,46,77,119
SGX Pharmaceuticals Inc,2010,30,42,70
SGX Pharmaceuticals Inc,2011,7,7,14
SGX Pharmaceuticals Inc,2012,26,38,73
Shaman Pharmaceuticals,1993,0,1,4
Shaman Pharmaceuticals,1996,0,0,3
Shaman Pharmaceuticals,1997,17,23,35
Shaman Pharmaceuticals,1998,7,13,20
Shaman Pharmaceuticals,1999,1,1,1
Shamir Optical Industry Ltd,2001,7,10,10
Shamir Optical Industry Ltd,2004,2,2,3
Shamir Optical Industry Ltd,2007,1,1,1
Shamir Optical Industry Ltd,2010,0,0,1
Shamir Optical Industry Ltd,2014,1,2,2
Sharper Image,1995,6,9,18
Sharper Image,1996,27,33,50
Sharper Image,1997,10,22,37
Sharper Image,1998,16,18,19
Sharper Image,1999,76,93,139
Sharper Image,2000,79,135,231
Sharper Image,2001,142,185,276
Sharper Image,2002,155,206,270
Sharper Image,2003,179,240,360
Sharper Image,2004,134,169,249
Sharper Image,2005,125,170,224
Sharper Image,2006,89,104,162
Sharper Image,2007,80,90,104
Sharper Image,2008,10,20,37
Sharper Image,2009,3,3,4
Sharper Image,2010,140,175,229
Sharper Image,2011,9,15,22
SHELBY WILLIAMS,1980,0,0,1
SHELBY WILLIAMS,1986,2,3,4
SHELBY WILLIAMS,1988,2,2,5
SHELBY WILLIAMS,1989,4,5,7
SHELBY WILLIAMS,1992,7,9,15
SHELBY WILLIAMS,1993,9,12,17
SHELBY WILLIAMS,1994,2,2,8
SHELBY WILLIAMS,1995,4,5,6
SHELBY WILLIAMS,1996,12,17,34
SHELBY WILLIAMS,1997,2,2,2
SHELBY WILLIAMS,1998,5,13,29
SHELBY WILLIAMS,1999,14,19,26
SHELBY WILLIAMS,2000,22,30,49
SHELBY WILLIAMS,2002,6,6,9
SHELBY WILLIAMS,2003,3,5,9
SHELBY WILLIAMS,2004,3,3,3
Shiloh Industries Inc,2002,2,2,2
Shiloh Industries Inc,2003,2,2,2
Shiloh Industries Inc,2006,4,4,7
Shiloh Industries Inc,2010,2,4,8
Shiloh Industries Inc,2011,5,6,13
Shiloh Industries Inc,2013,8,12,14
Shiloh Industries Inc,2014,1,2,3
Shiloh Industries Inc,2015,7,7,7
Shiloh Industries Inc,2016,5,5,5
Shiva,1997,53,80,107
Shiva,1998,145,199,293
Shiva,1999,14,18,27
Shiva,2000,1,1,1
ShopNow.com Inc,2000,19,28,70
Shopping.com,2007,18,26,35
Shopping.com,2010,9,10,12
Shopping.com,2011,3,7,15
Shopping.com,2012,2,2,2
Shopping.com Ltd,2007,18,26,35
Shopping.com Ltd,2010,9,10,12
Shopping.com Ltd,2011,3,7,15
Shopping.com Ltd,2012,2,2,2
SHOPSMITH,1984,3,3,8
SHOPSMITH,1985,2,4,6
SHOPSMITH,1986,5,5,6
SHOPSMITH,1987,5,7,9
SHOPSMITH,1988,3,3,3
SHOPSMITH,1990,6,8,9
SHOPSMITH,1991,9,11,17
SHOPSMITH,1992,1,1,1
ShoreTel Inc,2006,10,15,22
ShoreTel Inc,2007,5,8,13
ShoreTel Inc,2008,3,3,8
ShoreTel Inc,2010,1,1,2
ShoreTel Inc,2011,32,43,61
ShoreTel Inc,2012,63,90,123
ShoreTel Inc,2013,128,167,219
ShoreTel Inc,2014,114,169,180
ShoreTel Inc,2015,49,55,55
ShoreTel Inc,2016,48,48,48
Shorewood Packaging,1979,2,3,7
ShowCase Corp,1997,38,52,73
ShowCase Corp,1999,2,2,3
ShowCase Corp,2000,15,22,51
Showscan Film,1985,0,1,1
Showscan Film,1987,1,4,12
Showscan Film,1988,2,2,5
Showscan Film,1989,2,5,23
Shuffle Master,1989,4,7,8
Shuffle Master,1993,14,28,42
Shuffle Master,1994,43,52,92
Shuffle Master,1995,78,101,184
Shuffle Master,1996,19,27,45
Shuffle Master,1997,6,6,21
Shuffle Master,1998,49,71,127
Shuffle Master,1999,0,0,2
Shuffle Master,2000,112,160,279
Shuffle Master,2001,93,129,246
Shuffle Master,2002,124,168,382
Shuffle Master,2003,116,177,347
Shuffle Master,2004,60,83,143
Shuffle Master,2005,68,93,186
Shuffle Master,2006,63,112,301
Shuffle Master,2007,98,176,393
Shuffle Master,2008,188,318,548
Shuffle Master,2009,105,149,419
Shuffle Master,2010,209,274,758
Shuffle Master,2011,132,345,744
Shuffle Master,2012,173,286,494
Shuffle Master,2013,50,68,102
Shuffle Master,2014,16,19,19
Shuffle Master,2016,4,4,4
Shutterfly Inc,2003,81,109,203
Shutterfly Inc,2004,3,5,10
Shutterfly Inc,2005,25,31,39
Shutterfly Inc,2006,17,26,41
Shutterfly Inc,2007,35,46,59
Shutterfly Inc,2008,13,16,38
Shutterfly Inc,2009,47,63,107
Shutterfly Inc,2010,4,7,17
Shutterfly Inc,2011,8,12,21
Shutterfly Inc,2012,16,22,27
Shutterfly Inc,2013,82,84,103
Shutterfly Inc,2014,68,95,103
Shutterfly Inc,2015,18,21,21
Shutterfly Inc,2016,17,17,17
Shutterstock Inc,2013,2,2,2
Shutterstock Inc,2015,2,2,2
SIBIA Neurosciences,1996,3,6,12
SIBIA Neurosciences,1997,18,38,67
SIBIA Neurosciences,1998,34,61,83
SIBIA Neurosciences,1999,9,13,35
SIBIA Neurosciences,2000,5,8,28
SIBIA Neurosciences,2003,0,4,14
Siebel Systems,1998,8,9,13
Siebel Systems,1999,22,25,61
Siebel Systems,2000,6,8,12
Siebel Systems,2001,50,66,111
Siebel Systems,2002,83,111,172
Siebel Systems,2003,34,48,109
Siebel Systems,2004,82,120,256
Siebel Systems,2005,53,93,174
Siebel Systems,2006,139,206,375
Siebel Systems,2007,177,228,365
Siebel Systems,2008,80,104,156
Siebel Systems,2009,140,183,273
Siebel Systems,2010,272,368,555
Siebel Systems,2011,58,82,109
Siebel Systems,2012,26,39,63
Siebel Systems,2013,42,48,56
Siebel Systems,2014,14,20,20
Siebel Systems,2015,2,2,2
Siebel Systems,2016,3,3,3
Sierra On-Line,1994,9,12,18
Sierra On-Line,1995,35,47,69
Sierra On-Line,1998,1,2,3
Sierra On-Line,2001,4,4,7
Sierra On-Line,2002,1,1,1
Sierra Semiconductor,1988,7,8,11
Sierra Semiconductor,1990,0,1,1
Sierra Semiconductor,1991,4,4,8
Sierra Semiconductor,1992,1,2,2
Sierra Semiconductor,1993,7,11,20
Sierra Semiconductor,1994,13,20,36
Sierra Semiconductor,1995,12,18,25
Sierra Semiconductor,1996,36,40,47
Sierra Semiconductor,1997,0,1,2
Sierra Semiconductor,1998,9,12,21
Sierra Semiconductor,1999,4,5,8
SIERRA SPRING WATER,1989,1,1,1
Sigma Designs,1995,20,23,26
Sigma Designs,1996,18,23,34
Sigma Designs,1997,8,9,10
Sigma Designs,1998,20,26,36
Sigma Designs,2000,9,10,13
Sigma Designs,2001,6,6,7
Sigma Designs,2002,10,10,10
Sigma Designs,2003,5,9,20
Sigma Designs,2004,3,4,5
Sigma Designs,2006,10,18,32
Sigma Designs,2007,2,2,4
Sigma Designs,2008,1,1,3
Sigma Designs,2009,6,9,16
Sigma Designs,2010,4,7,8
Sigma Designs,2011,3,3,3
Sigma Designs,2012,51,56,81
Sigma Designs,2013,6,9,13
Sigma Designs,2014,12,14,18
Sigma Designs,2015,8,11,11
Sigma Designs,2016,1,1,1
SIGMA RESEARCH,1983,2,2,4
SIGMA RESEARCH,1985,5,6,7
SIGMA RESEARCH,1986,1,2,2
SIGMA RESEARCH,1989,1,1,1
Sigmatel Inc,2000,8,15,24
Sigmatel Inc,2001,22,30,44
Sigmatel Inc,2002,20,23,37
Sigmatel Inc,2003,42,55,77
Sigmatel Inc,2004,5,7,11
Sigmatel Inc,2005,15,20,33
Sigmatel Inc,2006,45,56,99
Sigmatel Inc,2007,71,98,164
Sigmatel Inc,2008,76,108,164
Sigmatel Inc,2009,28,42,54
Sigmatel Inc,2010,30,36,63
Sigmatel Inc,2011,13,18,24
Sigmatel Inc,2012,7,8,9
Sigmatel Inc,2014,6,7,7
Sigmatel Inc,2016,1,1,1
Signal Technology,1984,5,7,7
Signal Technology,1985,1,1,2
Signal Technology,1986,2,3,4
Signal Technology,1987,17,20,22
Signal Technology,1988,11,14,21
Signal Technology,1989,10,16,22
Signal Technology,1990,4,8,11
Signal Technology,1991,3,3,3
Signal Technology,1992,11,14,35
Signal Technology,1994,0,1,2
Signal Technology,1995,1,1,1
Signal Technology,1996,18,20,22
Signal Technology,1997,7,13,28
Signal Technology,1998,8,9,13
Signal Technology,1999,32,40,53
Signal Technology,2000,8,12,24
Signal Technology,2001,9,17,32
Signal Technology,2002,8,10,16
Signal Technology,2003,20,27,36
Signal Technology,2004,4,6,13
Signal Technology,2005,7,9,11
Signal Technology,2006,7,11,34
Signal Technology,2007,6,12,31
Signal Technology,2008,7,11,20
Signal Technology,2009,14,18,23
Signal Technology,2010,16,24,35
Signal Technology,2011,22,39,94
Signal Technology,2012,22,40,75
Signal Technology,2013,93,149,171
Signal Technology,2014,30,50,60
Signal Technology,2015,62,69,69
Signal Technology,2016,139,139,139
Signal Genetics Inc,2015,1,1,1
SignalSoft Corp,2001,23,47,102
SignalSoft Corp,2002,10,14,21
Silgan Holdings Inc,2008,9,9,11
Silgan Holdings Inc,2010,0,0,1
Silgan Holdings Inc,2011,0,1,2
Silgan Holdings Inc,2012,1,3,10
SILICON ELECTRO-PHYSIC,1985,1,1,1
Silicon Gaming,1997,7,14,38
Silicon Gaming,1998,23,27,47
Silicon Gaming,1999,6,11,36
Silicon Gaming,2000,76,141,247
Silicon Gaming,2001,39,53,91
Silicon Gaming,2004,2,7,8
Silicon Graphics,1988,10,12,23
Silicon Graphics,1990,16,18,34
Silicon Graphics,1991,13,21,38
Silicon Graphics,1992,19,27,58
Silicon Graphics,1993,140,207,308
Silicon Graphics,1994,93,128,191
Silicon Graphics,1995,88,100,149
Silicon Graphics,1996,339,450,655
Silicon Graphics,1997,381,490,780
Silicon Graphics,1998,872,1126,1626
Silicon Graphics,1999,479,654,996
Silicon Graphics,2000,609,805,1423
Silicon Graphics,2001,715,1054,1735
Silicon Graphics,2002,289,404,646
Silicon Graphics,2003,253,336,556
Silicon Graphics,2004,280,369,592
Silicon Graphics,2005,102,147,235
Silicon Graphics,2006,112,162,249
Silicon Graphics,2007,50,75,119
Silicon Graphics,2008,69,108,162
Silicon Graphics,2009,48,70,107
Silicon Graphics,2010,39,57,93
Silicon Graphics,2011,21,26,32
Silicon Graphics,2012,9,15,17
Silicon Graphics,2013,23,26,36
Silicon Graphics,2014,22,29,32
Silicon Graphics,2015,13,14,14
Silicon Graphics,2016,28,28,28
Silicon Image Inc,1998,17,26,49
Silicon Image Inc,1999,29,42,89
Silicon Image Inc,2000,44,56,101
Silicon Image Inc,2001,24,44,64
Silicon Image Inc,2002,18,24,43
Silicon Image Inc,2003,20,27,42
Silicon Image Inc,2004,72,103,166
Silicon Image Inc,2005,128,178,252
Silicon Image Inc,2006,98,150,232
Silicon Image Inc,2007,82,119,194
Silicon Image Inc,2008,66,89,154
Silicon Image Inc,2009,50,70,110
Silicon Image Inc,2010,60,91,160
Silicon Image Inc,2011,87,101,138
Silicon Image Inc,2012,60,73,97
Silicon Image Inc,2013,46,58,75
Silicon Image Inc,2014,38,48,48
Silicon Image Inc,2015,26,28,28
Silicon Laboratories Inc,1999,48,62,84
Silicon Laboratories Inc,2000,122,174,310
Silicon Laboratories Inc,2001,129,219,325
Silicon Laboratories Inc,2002,144,182,226
Silicon Laboratories Inc,2003,149,177,252
Silicon Laboratories Inc,2004,152,210,384
Silicon Laboratories Inc,2005,166,231,416
Silicon Laboratories Inc,2006,253,397,611
Silicon Laboratories Inc,2007,345,478,731
Silicon Laboratories Inc,2008,355,484,712
Silicon Laboratories Inc,2009,195,267,367
Silicon Laboratories Inc,2010,272,340,459
Silicon Laboratories Inc,2011,323,429,562
Silicon Laboratories Inc,2012,215,270,354
Silicon Laboratories Inc,2013,140,169,216
Silicon Laboratories Inc,2014,178,233,250
Silicon Laboratories Inc,2015,111,123,123
Silicon Laboratories Inc,2016,81,81,81
Silicon Storage Technology,1991,18,25,53
Silicon Storage Technology,1993,15,25,51
Silicon Storage Technology,1994,34,47,71
Silicon Storage Technology,1995,20,28,41
Silicon Storage Technology,1996,10,18,35
Silicon Storage Technology,1998,1,2,4
Silicon Storage Technology,1999,11,11,12
Silicon Storage Technology,2000,0,6,15
Silicon Storage Technology,2001,70,90,133
Silicon Storage Technology,2002,83,119,177
Silicon Storage Technology,2003,168,220,324
Silicon Storage Technology,2004,76,142,304
Silicon Storage Technology,2005,316,489,838
Silicon Storage Technology,2006,160,203,291
Silicon Storage Technology,2007,131,168,225
Silicon Storage Technology,2008,124,165,208
Silicon Storage Technology,2009,77,106,138
Silicon Storage Technology,2010,62,84,125
Silicon Storage Technology,2011,51,80,124
Silicon Storage Technology,2012,11,15,17
Silicon Storage Technology,2013,12,20,26
Silicon Storage Technology,2014,14,22,24
Silicon Storage Technology,2015,11,11,11
Silicon Storage Technology,2016,53,53,53
SILICON SYSTEMS,1987,0,0,1
SILICON SYSTEMS,1988,9,12,18
SILICON SYSTEMS,1989,8,12,17
SILICON SYSTEMS,1990,5,10,12
SILICON SYSTEMS,1991,8,11,17
SILICON SYSTEMS,1992,25,33,48
SILICON SYSTEMS,1993,49,66,92
SILICON SYSTEMS,1994,93,133,190
SILICON SYSTEMS,1995,57,75,106
SILICON SYSTEMS,1996,63,116,184
SILICON SYSTEMS,1997,44,68,105
SILICON SYSTEMS,1998,33,38,50
SILICON SYSTEMS,1999,35,39,46
SILICON SYSTEMS,2000,34,45,113
SILICON SYSTEMS,2001,3,4,7
SILICON VALLEY GROUP,1980,1,2,6
SILICON VALLEY GROUP,1982,2,7,10
SILICON VALLEY GROUP,1985,3,3,4
SILICON VALLEY GROUP,1987,1,1,1
SILICON VALLEY GROUP,1988,22,30,46
SILICON VALLEY GROUP,1994,9,13,18
SILICON VALLEY GROUP,1997,52,64,83
SILICON VALLEY GROUP,1998,20,29,43
SILICON VALLEY GROUP,1999,7,11,23
SILICON VALLEY GROUP,2000,84,115,161
SILICON VALLEY GROUP,2001,103,150,221
SILICON VALLEY GROUP,2002,44,61,86
SILICON VALLEY GROUP,2003,71,89,135
SILICON VALLEY GROUP,2005,11,19,24
SILICON VALLEY GROUP,2006,3,4,5
SILICON VALLEY GROUP,2009,2,3,4
SILTEC,1977,5,6,12
SILTEC,1979,3,3,6
SILTEC,1980,0,0,1
SILTEC,1981,6,6,11
SILTEC,1983,3,4,6
SILTEC,1984,2,2,4
SILTEC,1986,4,4,5
SILTEC,1990,2,4,12
Silver Spring Networks Inc,2005,1,13,38
Silver Spring Networks Inc,2006,5,14,35
Silver Spring Networks Inc,2007,5,14,28
Silver Spring Networks Inc,2008,7,12,22
Silver Spring Networks Inc,2010,31,43,55
Silver Spring Networks Inc,2011,61,74,104
Silver Spring Networks Inc,2012,26,77,215
Silver Spring Networks Inc,2013,31,39,58
Silver Spring Networks Inc,2014,7,8,8
Silver Spring Networks Inc,2015,22,22,22
Silver Spring Networks Inc,2016,6,6,6
SilverStream Software Inc,2000,2,2,10
SilverStream Software Inc,2001,17,26,36
SilverStream Software Inc,2002,10,13,18
SilverStream Software Inc,2003,4,6,11
SilverStream Software Inc,2005,14,27,30
Simmons Outdoor,1987,2,2,6
Simmons Outdoor,2003,2,2,6
Simple Technology Inc,1996,35,58,127
Simple Technology Inc,1997,27,49,58
Simple Technology Inc,1998,2,2,4
Simple Technology Inc,2000,18,23,45
Simple Technology Inc,2007,3,3,5
Simplex Solutions Inc,1999,5,8,20
Simplex Solutions Inc,2001,5,5,6
Simplex Solutions Inc,2002,7,9,12
Simpson Manufacturing,1976,10,12,13
Simpson Manufacturing,1977,3,4,6
Simpson Manufacturing,1978,1,2,5
Simpson Manufacturing,1980,6,8,10
Simpson Manufacturing,1981,7,9,10
Simpson Manufacturing,1982,4,5,6
Sims Communications,1994,2,2,3
Sims Communications,1995,1,1,1
Simtek,1987,2,2,2
Simtek,1991,9,17,28
Simtek,1994,3,4,7
Simtek,1996,8,10,13
Simtek,1997,6,8,10
Simtek,1998,7,11,14
Simtek,2000,15,18,25
Simtek,2002,14,29,32
Simtek,2003,5,6,7
Simtek,2004,0,0,1
Simula,1987,1,2,2
Simula,1990,9,11,18
Simula,1992,1,1,7
Simula,1993,1,2,6
Simula,1994,24,39,81
Simula,1995,9,17,28
Simula,1996,21,38,61
Simula,1997,3,3,9
Simula,1998,21,32,45
Simula,1999,15,21,35
Simula,2000,36,46,74
Simula,2001,41,46,58
Simula,2002,26,30,38
Simula,2003,37,44,67
Simula,2004,5,5,7
Simula,2005,3,5,6
Simula,2006,0,1,5
Simula,2007,4,7,9
Simula,2010,1,2,3
Simula,2013,4,5,9
Simula,2016,80,80,80
Simulation Sciences,1983,1,1,1
Simulation Sciences,2001,1,2,4
Simware,1992,3,6,7
Sinter Metals,1998,5,6,6
Sipex,1994,9,12,17
Sipex,1995,7,7,10
Sipex,1997,10,12,16
Sipex,1998,12,15,19
Sipex,1999,1,1,1
Sipex,2000,3,4,4
Sipex,2002,4,6,8
Sipex,2003,15,19,30
Sipex,2005,2,4,5
Sipex,2008,4,4,4
SIPPICAN OCEAN SYSTEMS,1987,1,2,3
SIPPICAN OCEAN SYSTEMS,1989,1,1,4
SIPPICAN OCEAN SYSTEMS,1990,1,1,1
